period;cc_id;item_id;amount_plan
2026-02;15;16;184700
2026-02;15;18;188500
2026-02;15;19;799400
2026-02;15;21;815000
2026-02;15;22;822900
2026-02;15;24;838500
2026-02;15;25;846300
2026-03;1;1;51500
2026-03;1;2;53200
2026-03;1;4;56600
2026-03;1;5;58300
2026-03;1;7;61700
2026-03;1;8;63400
2026-03;1;10;66800
2026-03;1;11;68600
2026-03;1;13;72000
2026-03;1;14;73700
2026-03;1;16;77100
2026-03;1;17;78800
2026-03;1;19;345300
2026-03;1;20;352500
2026-03;1;22;366800
2026-03;1;23;374000
2026-03;1;25;388400
2026-03;2;1;58900
2026-03;2;3;62400
2026-03;2;4;64100
2026-03;2;6;67600
2026-03;2;7;69300
2026-03;2;9;72800
2026-03;2;10;74500
2026-03;2;12;78000
2026-03;2;13;79700
2026-03;2;15;83200
2026-03;2;16;84900
2026-03;2;18;88400
2026-03;2;19;378300
2026-03;2;21;392900
2026-03;2;22;400100
2026-03;2;24;414700
2026-03;2;25;421900
2026-03;3;2;68900
2026-03;3;3;70600
2026-03;3;5;74200
2026-03;3;6;75900
2026-03;3;8;79400
2026-03;3;9;81200
2026-03;3;11;84700
2026-03;3;12;86500
2026-03;3;14;90000
2026-03;3;15;91800
2026-03;3;17;95300
2026-03;3;18;97100
2026-03;3;20;422600
2026-03;3;21;430000
2026-03;3;23;444800
2026-03;3;24;452200
2026-03;4;1;75900
2026-03;4;2;77700
2026-03;4;4;81300
2026-03;4;5;83100
2026-03;4;7;86800
2026-03;4;8;88600
2026-03;4;10;92200
2026-03;4;11;94000
2026-03;4;13;97600
2026-03;4;14;99400
2026-03;4;16;103000
2026-03;4;17;104900
2026-03;4;19;455600
2026-03;4;20;463200
2026-03;4;22;478400
2026-03;4;23;486000
2026-03;4;25;501200
2026-03;5;1;85300
2026-03;5;3;89000
2026-03;5;4;90900
2026-03;5;6;94600
2026-03;5;7;96400
2026-03;5;9;100200
2026-03;5;10;102000
2026-03;5;12;105700
2026-03;5;13;107600
2026-03;5;15;111300
2026-03;5;16;113200
2026-03;5;18;116900
2026-03;5;19;498600
2026-03;5;21;514200
2026-03;5;22;522000
2026-03;5;24;537600
2026-03;5;25;545400
2026-03;6;2;96900
2026-03;6;3;98800
2026-03;6;5;102600
2026-03;6;6;104500
2026-03;6;8;108300
2026-03;6;9;110300
2026-03;6;11;114100
2026-03;6;12;116000
2026-03;6;14;119800
2026-03;6;15;121700
2026-03;6;17;125500
2026-03;6;18;127400
2026-03;6;20;551100
2026-03;6;21;559100
2026-03;6;23;575100
2026-03;6;24;583100
2026-03;7;1;104800
2026-03;7;2;106700
2026-03;7;4;110600
2026-03;7;5;112600
2026-03;7;7;116500
2026-03;7;8;118400
2026-03;7;10;122300
2026-03;7;11;124300
2026-03;7;13;128100
2026-03;7;14;130100
2026-03;7;16;134000
2026-03;7;17;135900
2026-03;7;19;587300
2026-03;7;20;595500
2026-03;7;22;611800
2026-03;7;23;620000
2026-03;7;25;636400
2026-03;8;1;114300
2026-03;8;3;118200
2026-03;8;4;120200
2026-03;8;6;124200
2026-03;8;7;126100
2026-03;8;9;130100
2026-03;8;10;132100
2026-03;8;12;136000
2026-03;8;13;138000
2026-03;8;15;142000
2026-03;8;16;143900
2026-03;8;18;147900
2026-03;8;19;629500
2026-03;8;21;646100
2026-03;8;22;654400
2026-03;8;24;671000
2026-03;8;25;679300
2026-03;9;2;125100
2026-03;9;3;127100
2026-03;9;5;131100
2026-03;9;6;133100
2026-03;9;8;137100
2026-03;9;9;139100
2026-03;9;11;143100
2026-03;9;12;145100
2026-03;9;14;149100
2026-03;9;15;151100
2026-03;9;17;155000
2026-03;9;18;157000
2026-03;9;20;676300
2026-03;9;21;684700
2026-03;9;23;701500
2026-03;9;24;709900
2026-03;10;1;131100
2026-03;10;2;133100
2026-03;10;4;137100
2026-03;10;5;139000
2026-03;10;7;143000
2026-03;10;8;145000
2026-03;10;10;149000
2026-03;10;11;151000
2026-03;10;13;155000
2026-03;10;14;157000
2026-03;10;16;161000
2026-03;10;17;163000
2026-03;10;19;701400
2026-03;10;20;709800
2026-03;10;22;726500
2026-03;10;23;734900
2026-03;10;25;751700
2026-03;11;1;137900
2026-03;11;3;141900
2026-03;11;4;143800
2026-03;11;6;147800
2026-03;11;7;149800
2026-03;11;9;153700
2026-03;11;10;155700
2026-03;11;12;159700
2026-03;11;13;161700
2026-03;11;15;165600
2026-03;11;16;167600
2026-03;11;18;171600
2026-03;11;19;728900
2026-03;11;21;745600
2026-03;11;22;753900
2026-03;11;24;770500
2026-03;11;25;778900
2026-03;12;2;145500
2026-03;12;3;147400
2026-03;12;5;151300
2026-03;12;6;153300
2026-03;12;8;157200
2026-03;12;9;159100
2026-03;12;11;163100
2026-03;12;12;165000
2026-03;12;14;168900
2026-03;12;15;170900
2026-03;12;17;174800
2026-03;12;18;176700
2026-03;12;20;758600
2026-03;12;21;766800
2026-03;12;23;783200
2026-03;12;24;791400
2026-03;13;1;148100
2026-03;13;2;150000
2026-03;13;4;153800
2026-03;13;5;155700
2026-03;13;7;159500
2026-03;13;8;161500
2026-03;13;10;165300
2026-03;13;11;167200
2026-03;13;13;171000
2026-03;13;14;172900
2026-03;13;16;176700
2026-03;13;17;178700
2026-03;13;19;766400
2026-03;13;20;774400
2026-03;13;22;790500
2026-03;13;23;798500
2026-03;13;25;814500
2026-03;14;1;151800
2026-03;14;3;155500
2026-03;14;4;157300
2026-03;14;6;161100
2026-03;14;7;162900
2026-03;14;9;166700
2026-03;14;10;168500
2026-03;14;12;172200
2026-03;14;13;174100
2026-03;14;15;177800
2026-03;14;16;179700
2026-03;14;18;183400
2026-03;14;19;778200
2026-03;14;21;793900
2026-03;14;22;801700
2026-03;14;24;817400
2026-03;14;25;825200
2026-03;15;2;156700
2026-03;15;3;158600
2026-03;15;5;162200
2026-03;15;6;164000
2026-03;15;8;167600
2026-03;15;9;169400
2026-03;15;11;173100
2026-03;15;12;174900
2026-03;15;14;178500
2026-03;15;15;180300
2026-03;15;17;184000
2026-03;15;18;185800
2026-03;15;20;795500
2026-03;15;21;803100
2026-03;15;23;818300
2026-03;15;24;826000
2026-04;1;1;54300
2026-04;1;3;57700
2026-04;1;4;59500
2026-04;1;6;62900
2026-04;1;7;64700
2026-04;1;9;68100
2026-04;1;10;69800
2026-04;1;12;73300
2026-04;1;13;75000
2026-04;1;15;78500
2026-04;1;16;80200
2026-04;1;18;83700
2026-04;1;19;358700
2026-04;1;21;373200
2026-04;1;22;380500
2026-04;1;24;395000
2026-04;1;25;402300
2026-04;2;2;64100
2026-04;2;3;65900
2026-04;2;5;69400
2026-04;2;6;71100
2026-04;2;8;74700
2026-04;2;9;76400
2026-04;2;11;80000
2026-04;2;12;81700
2026-04;2;14;85300
2026-04;2;15;87000
2026-04;2;17;90600
2026-04;2;18;92300
2026-04;2;20;402600
2026-04;2;21;410000
2026-04;2;23;424800
2026-04;2;24;432200
2026-04;3;1;71000
2026-04;3;2;72800
2026-04;3;4;76500
2026-04;3;5;78300
2026-04;3;7;81900
2026-04;3;8;83700
2026-04;3;10;87300
2026-04;3;11;89100
2026-04;3;13;92700
2026-04;3;14;94500
2026-04;3;16;98200
2026-04;3;17;100000
2026-04;3;19;435000
2026-04;3;20;442600
2026-04;3;22;457800
2026-04;3;23;465400
2026-04;3;25;480600
2026-04;4;1;80300
2026-04;4;3;84000
2026-04;4;4;85800
2026-04;4;6;89600
2026-04;4;7;91400
2026-04;4;9;95100
2026-04;4;10;97000
2026-04;4;12;100700
2026-04;4;13;102600
2026-04;4;15;106300
2026-04;4;16;108100
2026-04;4;18;111800
2026-04;4;19;477600
2026-04;4;21;493200
2026-04;4;22;501000
2026-04;4;24;516600
2026-04;4;25;524400
2026-04;5;2;91800
2026-04;5;3;93700
2026-04;5;5;97500
2026-04;5;6;99400
2026-04;5;8;103200
2026-04;5;9;105100
2026-04;5;11;108900
2026-04;5;12;110800
2026-04;5;14;114600
2026-04;5;15;116500
2026-04;5;17;120300
2026-04;5;18;122300
2026-04;5;20;529500
2026-04;5;21;537500
2026-04;5;23;553500
2026-04;5;24;561500
2026-04;6;1;99500
2026-04;6;2;101500
2026-04;6;4;105400
2026-04;6;5;107300
2026-04;6;7;111200
2026-04;6;8;113200
2026-04;6;10;117000
2026-04;6;11;119000
2026-04;6;13;122900
2026-04;6;14;124800
2026-04;6;16;128700
2026-04;6;17;130700
2026-04;6;19;565200
2026-04;6;20;573400
2026-04;6;22;589700
2026-04;6;23;597900
2026-04;6;25;614300
2026-04;7;1;108900
2026-04;7;3;112900
2026-04;7;4;114900
2026-04;7;6;118800
2026-04;7;7;120800
2026-04;7;9;124700
2026-04;7;10;126700
2026-04;7;12;130700
2026-04;7;13;132700
2026-04;7;15;136600
2026-04;7;16;138600
2026-04;7;18;142600
2026-04;7;19;607000
2026-04;7;21;623600
2026-04;7;22;632000
2026-04;7;24;648600
2026-04;7;25;656900
2026-04;8;2;119700
2026-04;8;3;121700
2026-04;8;5;125700
2026-04;8;6;127700
2026-04;8;8;131700
2026-04;8;9;133700
2026-04;8;11;137700
2026-04;8;12;139700
2026-04;8;14;143700
2026-04;8;15;145700
2026-04;8;17;149700
2026-04;8;18;151700
2026-04;8;20;653700
2026-04;8;21;662100
2026-04;8;23;678800
2026-04;8;24;687200
2026-04;9;1;125700
2026-04;9;2;127700
2026-04;9;4;131700
2026-04;9;5;133700
2026-04;9;7;137600
2026-04;9;8;139600
2026-04;9;10;143600
2026-04;9;11;145600
2026-04;9;13;149600
2026-04;9;14;151600
2026-04;9;16;155600
2026-04;9;17;157600
2026-04;9;19;678700
2026-04;9;20;687100
2026-04;9;22;703900
2026-04;9;23;712300
2026-04;9;25;729000
2026-04;10;1;132500
2026-04;10;3;136500
2026-04;10;4;138500
2026-04;10;6;142400
2026-04;10;7;144400
2026-04;10;9;148400
2026-04;10;10;150400
2026-04;10;12;154300
2026-04;10;13;156300
2026-04;10;15;160300
2026-04;10;16;162300
2026-04;10;18;166200
2026-04;10;19;706400
2026-04;10;21;723100
2026-04;10;22;731400
2026-04;10;24;748000
2026-04;10;25;756400
2026-04;11;2;140200
2026-04;11;3;142200
2026-04;11;5;146100
2026-04;11;6;148000
2026-04;11;8;151900
2026-04;11;9;153900
2026-04;11;11;157800
2026-04;11;12;159700
2026-04;11;14;163600
2026-04;11;15;165600
2026-04;11;17;169500
2026-04;11;18;171400
2026-04;11;20;736400
2026-04;11;21;744600
2026-04;11;23;761000
2026-04;11;24;769200
2026-04;12;1;142900
2026-04;12;2;144800
2026-04;12;4;148600
2026-04;12;5;150600
2026-04;12;7;154400
2026-04;12;8;156300
2026-04;12;10;160100
2026-04;12;11;162000
2026-04;12;13;165800
2026-04;12;14;167800
2026-04;12;16;171600
2026-04;12;17;173500
2026-04;12;19;744700
2026-04;12;20;752700
2026-04;12;22;768800
2026-04;12;23;776800
2026-04;12;25;792900
2026-04;13;1;146700
2026-04;13;3;150400
2026-04;13;4;152300
2026-04;13;6;156000
2026-04;13;7;157900
2026-04;13;9;161600
2026-04;13;10;163500
2026-04;13;12;167200
2026-04;13;13;169100
2026-04;13;15;172800
2026-04;13;16;174700
2026-04;13;18;178400
2026-04;13;19;757100
2026-04;13;21;772700
2026-04;13;22;780600
2026-04;13;24;796200
2026-04;13;25;804000
2026-04;14;2;151800
2026-04;14;3;153600
2026-04;14;5;157300
2026-04;14;6;159100
2026-04;14;8;162700
2026-04;14;9;164500
2026-04;14;11;168200
2026-04;14;12;170000
2026-04;14;14;173600
2026-04;14;15;175400
2026-04;14;17;179100
2026-04;14;18;180900
2026-04;14;20;774900
2026-04;14;21;782500
2026-04;14;23;797700
2026-04;14;24;805400
2026-04;15;1;153300
2026-04;15;2;155000
2026-04;15;4;158600
2026-04;15;5;160400
2026-04;15;7;163900
2026-04;15;8;165700
2026-04;15;10;169200
2026-04;15;11;171000
2026-04;15;13;174500
2026-04;15;14;176300
2026-04;15;16;179800
2026-04;15;17;181600
2026-04;15;19;777500
2026-04;15;20;785000
2026-04;15;22;799800
2026-04;15;23;807300
2026-04;15;25;822100
2026-05;1;2;59300
2026-05;1;3;61100
2026-05;1;5;64600
2026-05;1;6;66400
2026-05;1;8;69900
2026-05;1;9;71700
2026-05;1;11;75200
2026-05;1;12;77000
2026-05;1;14;80500
2026-05;1;15;82300
2026-05;1;17;85800
2026-05;1;18;87600
2026-05;1;20;382500
2026-05;1;21;390000
2026-05;1;23;404800
2026-05;1;24;412200
2026-05;2;1;66100
2026-05;2;2;67900
2026-05;2;4;71600
2026-05;2;5;73400
2026-05;2;7;77000
2026-05;2;8;78800
2026-05;2;10;82400
2026-05;2;11;84200
2026-05;2;13;87800
2026-05;2;14;89700
2026-05;2;16;93300
2026-05;2;17;95100
2026-05;2;19;414500
2026-05;2;20;422100
2026-05;2;22;437300
2026-05;2;23;444900
2026-05;2;25;460100
2026-05;3;1;75300
2026-05;3;3;79000
2026-05;3;4;80800
2026-05;3;6;84500
2026-05;3;7;86400
2026-05;3;9;90100
2026-05;3;10;92000
2026-05;3;12;95700
2026-05;3;13;97500
2026-05;3;15;101300
2026-05;3;16;103100
2026-05;3;18;106800
2026-05;3;19;456500
2026-05;3;21;472100
2026-05;3;22;479900
2026-05;3;24;495500
2026-05;3;25;503300
2026-05;4;2;86600
2026-05;4;3;88500
2026-05;4;5;92300
2026-05;4;6;94200
2026-05;4;8;98000
2026-05;4;9;100000
2026-05;4;11;103800
2026-05;4;12;105700
2026-05;4;14;109500
2026-05;4;15;111400
2026-05;4;17;115200
2026-05;4;18;117100
2026-05;4;20;507800
2026-05;4;21;515800
2026-05;4;23;531800
2026-05;4;24;539800
2026-05;5;1;94300
2026-05;5;2;96200
2026-05;5;4;100100
2026-05;5;5;102000
2026-05;5;7;105900
2026-05;5;8;107900
2026-05;5;10;111800
2026-05;5;11;113700
2026-05;5;13;117600
2026-05;5;14;119600
2026-05;5;16;123500
2026-05;5;17;125400
2026-05;5;19;543100
2026-05;5;20;551300
2026-05;5;22;567600
2026-05;5;23;575800
2026-05;5;25;592200
2026-05;6;1;103600
2026-05;6;3;107500
2026-05;6;4;109500
2026-05;6;6;113500
2026-05;6;7;115400
2026-05;6;9;119400
2026-05;6;10;121400
2026-05;6;12;125300
2026-05;6;13;127300
2026-05;6;15;131300
2026-05;6;16;133200
2026-05;6;18;137200
2026-05;6;19;584600
2026-05;6;21;601200
2026-05;6;22;609500
2026-05;6;24;626100
2026-05;6;25;634400
2026-05;7;2;114300
2026-05;7;3;116300
2026-05;7;5;120300
2026-05;7;6;122300
2026-05;7;8;126300
2026-05;7;9;128300
2026-05;7;11;132300
2026-05;7;12;134300
2026-05;7;14;138300
2026-05;7;15;140300
2026-05;7;17;144300
2026-05;7;18;146300
2026-05;7;20;631000
2026-05;7;21;639400
2026-05;7;23;656200
2026-05;7;24;664600
2026-05;8;1;120300
2026-05;8;2;122300
2026-05;8;4;126300
2026-05;8;5;128300
2026-05;8;7;132200
2026-05;8;8;134200
2026-05;8;10;138200
2026-05;8;11;140200
2026-05;8;13;144200
2026-05;8;14;146200
2026-05;8;16;150200
2026-05;8;17;152200
2026-05;8;19;656100
2026-05;8;20;664500
2026-05;8;22;681200
2026-05;8;23;689600
2026-05;8;25;706400
2026-05;9;1;127200
2026-05;9;3;131100
2026-05;9;4;133100
2026-05;9;6;137100
2026-05;9;7;139100
2026-05;9;9;143000
2026-05;9;10;145000
2026-05;9;12;149000
2026-05;9;13;151000
2026-05;9;15;154900
2026-05;9;16;156900
2026-05;9;18;160900
2026-05;9;19;683900
2026-05;9;21;700600
2026-05;9;22;708900
2026-05;9;24;725500
2026-05;9;25;733900
2026-05;10;2;134900
2026-05;10;3;136900
2026-05;10;5;140800
2026-05;10;6;142700
2026-05;10;8;146600
2026-05;10;9;148600
2026-05;10;11;152500
2026-05;10;12;154500
2026-05;10;14;158400
2026-05;10;15;160300
2026-05;10;17;164200
2026-05;10;18;166200
2026-05;10;20;714300
2026-05;10;21;722500
2026-05;10;23;738900
2026-05;10;24;747100
2026-05;11;1;137700
2026-05;11;2;139700
2026-05;11;4;143500
2026-05;11;5;145400
2026-05;11;7;149200
2026-05;11;8;151100
2026-05;11;10;154900
2026-05;11;11;156900
2026-05;11;13;160700
2026-05;11;14;162600
2026-05;11;16;166400
2026-05;11;17;168300
2026-05;11;19;723000
2026-05;11;20;731000
2026-05;11;22;747100
2026-05;11;23;755100
2026-05;11;25;771200
2026-05;12;1;141700
2026-05;12;3;145400
2026-05;12;4;147300
2026-05;12;6;151000
2026-05;12;7;152900
2026-05;12;9;156600
2026-05;12;10;158400
2026-05;12;12;162200
2026-05;12;13;164000
2026-05;12;15;167800
2026-05;12;16;169600
2026-05;12;18;173400
2026-05;12;19;735900
2026-05;12;21;751600
2026-05;12;22;759400
2026-05;12;24;775100
2026-05;12;25;782900
2026-05;13;2;146900
2026-05;13;3;148700
2026-05;13;5;152400
2026-05;13;6;154200
2026-05;13;8;157800
2026-05;13;9;159600
2026-05;13;11;163300
2026-05;13;12;165100
2026-05;13;14;168700
2026-05;13;15;170500
2026-05;13;17;174100
2026-05;13;18;176000
2026-05;13;20;754300
2026-05;13;21;761900
2026-05;13;23;777100
2026-05;13;24;784800
2026-05;14;1;148500
2026-05;14;2;150300
2026-05;14;4;153800
2026-05;14;5;155600
2026-05;14;7;159100
2026-05;14;8;160900
2026-05;14;10;164400
2026-05;14;11;166200
2026-05;14;13;169700
2026-05;14;14;171500
2026-05;14;16;175000
2026-05;14;17;176800
2026-05;14;19;757400
2026-05;14;20;764900
2026-05;14;22;779700
2026-05;14;23;787200
2026-05;14;25;802000
2026-05;15;1;152300
2026-05;15;3;155800
2026-05;15;4;157500
2026-05;15;6;161000
2026-05;15;7;162700
2026-05;15;9;166200
2026-05;15;10;167900
2026-05;15;12;171400
2026-05;15;13;173100
2026-05;15;15;176600
2026-05;15;16;178300
2026-05;15;18;181800
2026-05;15;19;770700
2026-05;15;21;785200
2026-05;15;22;792500
2026-05;15;24;807100
2026-05;15;25;814400
2026-06;1;1;61200
2026-06;1;2;63100
2026-06;1;4;66700
2026-06;1;5;68500
2026-06;1;7;72100
2026-06;1;8;73900
2026-06;1;10;77500
2026-06;1;11;79300
2026-06;1;13;83000
2026-06;1;14;84800
2026-06;1;16;88400
2026-06;1;17;90200
2026-06;1;19;394000
2026-06;1;20;401600
2026-06;1;22;416800
2026-06;1;23;424400
2026-06;1;25;439600
2026-06;2;1;70200
2026-06;2;3;73900
2026-06;2;4;75800
2026-06;2;6;79500
2026-06;2;7;81400
2026-06;2;9;85100
2026-06;2;10;86900
2026-06;2;12;90700
2026-06;2;13;92500
2026-06;2;15;96200
2026-06;2;16;98100
2026-06;2;18;101800
2026-06;2;19;435400
2026-06;2;21;451000
2026-06;2;22;458800
2026-06;2;24;474400
2026-06;2;25;482200
2026-06;3;2;81500
2026-06;3;3;83400
2026-06;3;5;87200
2026-06;3;6;89100
2026-06;3;8;92900
2026-06;3;9;94800
2026-06;3;11;98600
2026-06;3;12;100500
2026-06;3;14;104300
2026-06;3;15;106200
2026-06;3;17;110000
2026-06;3;18;112000
2026-06;3;20;486200
2026-06;3;21;494200
2026-06;3;23;510200
2026-06;3;24;518200
2026-06;4;1;89000
2026-06;4;2;90900
2026-06;4;4;94800
2026-06;4;5;96800
2026-06;4;7;100700
2026-06;4;8;102600
2026-06;4;10;106500
2026-06;4;11;108500
2026-06;4;13;112400
2026-06;4;14;114300
2026-06;4;16;118200
2026-06;4;17;120100
2026-06;4;19;521000
2026-06;4;20;529200
2026-06;4;22;545500
2026-06;4;23;553700
2026-06;4;25;570100
2026-06;5;1;98200
2026-06;5;3;102200
2026-06;5;4;104200
2026-06;5;6;108100
2026-06;5;7;110100
2026-06;5;9;114100
2026-06;5;10;116000
2026-06;5;12;120000
2026-06;5;13;122000
2026-06;5;15;125900
2026-06;5;16;127900
2026-06;5;18;131900
2026-06;5;19;562100
2026-06;5;21;578700
2026-06;5;22;587000
2026-06;5;24;603700
2026-06;5;25;612000
2026-06;6;2;108900
2026-06;6;3;110900
2026-06;6;5;114900
2026-06;6;6;116900
2026-06;6;8;120900
2026-06;6;9;122900
2026-06;6;11;126900
2026-06;6;12;128900
2026-06;6;14;132900
2026-06;6;15;134900
2026-06;6;17;138900
2026-06;6;18;140900
2026-06;6;20;608400
2026-06;6;21;616800
2026-06;6;23;633500
2026-06;6;24;641900
2026-06;7;1;114900
2026-06;7;2;116900
2026-06;7;4;120900
2026-06;7;5;122900
2026-06;7;7;126900
2026-06;7;8;128900
2026-06;7;10;132800
2026-06;7;11;134800
2026-06;7;13;138800
2026-06;7;14;140800
2026-06;7;16;144800
2026-06;7;17;146800
2026-06;7;19;633400
2026-06;7;20;641800
2026-06;7;22;658600
2026-06;7;23;666900
2026-06;7;25;683700
2026-06;8;1;121800
2026-06;8;3;125800
2026-06;8;4;127800
2026-06;8;6;131700
2026-06;8;7;133700
2026-06;8;9;137700
2026-06;8;10;139700
2026-06;8;12;143600
2026-06;8;13;145600
2026-06;8;15;149600
2026-06;8;16;151500
2026-06;8;18;155500
2026-06;8;19;661500
2026-06;8;21;678100
2026-06;8;22;686400
2026-06;8;24;703100
2026-06;8;25;711400
2026-06;9;2;129700
2026-06;9;3;131600
2026-06;9;5;135500
2026-06;9;6;137500
2026-06;9;8;141400
2026-06;9;9;143300
2026-06;9;11;147200
2026-06;9;12;149200
2026-06;9;14;153100
2026-06;9;15;155000
2026-06;9;17;158900
2026-06;9;18;160900
2026-06;9;20;692100
2026-06;9;21;700300
2026-06;9;23;716700
2026-06;9;24;724900
2026-06;10;1;132600
2026-06;10;2;134500
2026-06;10;4;138300
2026-06;10;5;140200
2026-06;10;7;144000
2026-06;10;8;146000
2026-06;10;10;149800
2026-06;10;11;151700
2026-06;10;13;155500
2026-06;10;14;157400
2026-06;10;16;161200
2026-06;10;17;163200
2026-06;10;19;701300
2026-06;10;20;709300
2026-06;10;22;725400
2026-06;10;23;733400
2026-06;10;25;749500
2026-06;11;1;136600
2026-06;11;3;140400
2026-06;11;4;142200
2026-06;11;6;146000
2026-06;11;7;147800
2026-06;11;9;151500
2026-06;11;10;153400
2026-06;11;12;157100
2026-06;11;13;159000
2026-06;11;15;162700
2026-06;11;16;164600
2026-06;11;18;168300
2026-06;11;19;714800
2026-06;11;21;730400
2026-06;11;22;738300
2026-06;11;24;753900
2026-06;11;25;761700
2026-06;12;2;142000
2026-06;12;3;143800
2026-06;12;5;147500
2026-06;12;6;149300
2026-06;12;8;152900
2026-06;12;9;154700
2026-06;12;11;158400
2026-06;12;12;160200
2026-06;12;14;163800
2026-06;12;15;165600
2026-06;12;17;169200
2026-06;12;18;171100
2026-06;12;20;733700
2026-06;12;21;741300
2026-06;12;23;756500
2026-06;12;24;764200
2026-06;13;1;143700
2026-06;13;2;145500
2026-06;13;4;149000
2026-06;13;5;150800
2026-06;13;7;154300
2026-06;13;8;156100
2026-06;13;10;159600
2026-06;13;11;161400
2026-06;13;13;164900
2026-06;13;14;166700
2026-06;13;16;170300
2026-06;13;17;172000
2026-06;13;19;737400
2026-06;13;20;744800
2026-06;13;22;759700
2026-06;13;23;767100
2026-06;13;25;781900
2026-06;14;1;147600
2026-06;14;3;151100
2026-06;14;4;152800
2026-06;14;6;156300
2026-06;14;7;158000
2026-06;14;9;161500
2026-06;14;10;163200
2026-06;14;12;166700
2026-06;14;13;168400
2026-06;14;15;171900
2026-06;14;16;173600
2026-06;14;18;177100
2026-06;14;19;751000
2026-06;14;21;765600
2026-06;14;22;772800
2026-06;14;24;787400
2026-06;14;25;794700
2026-06;15;2;154100
2026-06;15;3;155800
2026-06;15;5;159200
2026-06;15;6;160900
2026-06;15;8;164300
2026-06;15;9;166000
2026-06;15;11;169500
2026-06;15;12;171200
2026-06;15;14;174600
2026-06;15;15;176300
2026-06;15;17;179700
2026-06;15;18;181400
2026-06;15;20;776400
2026-06;15;21;783600
2026-06;15;23;797900
2026-06;15;24;805100
2026-07;1;1;65200
2026-07;1;3;68900
2026-07;1;4;70800
2026-07;1;6;74500
2026-07;1;7;76400
2026-07;1;9;80100
2026-07;1;10;81900
2026-07;1;12;85600
2026-07;1;13;87500
2026-07;1;15;91200
2026-07;1;16;93100
2026-07;1;18;96800
2026-07;1;19;414300
2026-07;1;21;429900
2026-07;1;22;437700
2026-07;1;24;453300
2026-07;1;25;461100
2026-07;2;2;76300
2026-07;2;3;78200
2026-07;2;5;82000
2026-07;2;6;83900
2026-07;2;8;87800
2026-07;2;9;89700
2026-07;2;11;93500
2026-07;2;12;95400
2026-07;2;14;99200
2026-07;2;15;101100
2026-07;2;17;104900
2026-07;2;18;106800
2026-07;2;20;464600
2026-07;2;21;472600
2026-07;2;23;488600
2026-07;2;24;496600
2026-07;3;1;83700
2026-07;3;2;85700
2026-07;3;4;89600
2026-07;3;5;91500
2026-07;3;7;95400
2026-07;3;8;97400
2026-07;3;10;101300
2026-07;3;11;103200
2026-07;3;13;107100
2026-07;3;14;109000
2026-07;3;16;112900
2026-07;3;17;114900
2026-07;3;19;498900
2026-07;3;20;507100
2026-07;3;22;523400
2026-07;3;23;531600
2026-07;3;25;548000
2026-07;4;1;92900
2026-07;4;3;96800
2026-07;4;4;98800
2026-07;4;6;102800
2026-07;4;7;104700
2026-07;4;9;108700
2026-07;4;10;110700
2026-07;4;12;114600
2026-07;4;13;116600
2026-07;4;15;120600
2026-07;4;16;122600
2026-07;4;18;126500
2026-07;4;19;539700
2026-07;4;21;556300
2026-07;4;22;564600
2026-07;4;24;581200
2026-07;4;25;589500
2026-07;5;2;103500
2026-07;5;3;105500
2026-07;5;5;109500
2026-07;5;6;111500
2026-07;5;8;115500
2026-07;5;9;117500
2026-07;5;11;121500
2026-07;5;12;123500
2026-07;5;14;127500
2026-07;5;15;129500
2026-07;5;17;133500
2026-07;5;18;135500
2026-07;5;20;585700
2026-07;5;21;594100
2026-07;5;23;610900
2026-07;5;24;619300
2026-07;6;1;109500
2026-07;6;2;111500
2026-07;6;4;115500
2026-07;6;5;117500
2026-07;6;7;121500
2026-07;6;8;123500
2026-07;6;10;127400
2026-07;6;11;129400
2026-07;6;13;133400
2026-07;6;14;135400
2026-07;6;16;139400
2026-07;6;17;141400
2026-07;6;19;610700
2026-07;6;20;619100
2026-07;6;22;635900
2026-07;6;23;644300
2026-07;6;25;661100
2026-07;7;1;116500
2026-07;7;3;120400
2026-07;7;4;122400
2026-07;7;6;126400
2026-07;7;7;128400
2026-07;7;9;132300
2026-07;7;10;134300
2026-07;7;12;138300
2026-07;7;13;140200
2026-07;7;15;144200
2026-07;7;16;146200
2026-07;7;18;150200
2026-07;7;19;639000
2026-07;7;21;655600
2026-07;7;22;663900
2026-07;7;24;680600
2026-07;7;25;688900
2026-07;8;2;124400
2026-07;8;3;126300
2026-07;8;5;130200
2026-07;8;6;132200
2026-07;8;8;136100
2026-07;8;9;138000
2026-07;8;11;142000
2026-07;8;12;143900
2026-07;8;14;147800
2026-07;8;15;149800
2026-07;8;17;153700
2026-07;8;18;155600
2026-07;8;20;670000
2026-07;8;21;678200
2026-07;8;23;694600
2026-07;8;24;702800
2026-07;9;1;127400
2026-07;9;2;129300
2026-07;9;4;133100
2026-07;9;5;135100
2026-07;9;7;138900
2026-07;9;8;140800
2026-07;9;10;144600
2026-07;9;11;146500
2026-07;9;13;150300
2026-07;9;14;152300
2026-07;9;16;156100
2026-07;9;17;158000
2026-07;9;19;679600
2026-07;9;20;687600
2026-07;9;22;703700
2026-07;9;23;711700
2026-07;9;25;727800
2026-07;10;1;131600
2026-07;10;3;135300
2026-07;10;4;137200
2026-07;10;6;140900
2026-07;10;7;142800
2026-07;10;9;146500
2026-07;10;10;148400
2026-07;10;12;152100
